incredere_sist_fiscal,parere_sist_fiscal,TRANSPARENCY,VALUE FOR MONEY,ECONOMICAL,TRUST,SOCIAL WELFARE,WORK PLACE CREATION,SOCIO-ECONOMIC DEVELOPMENT,STABILITY,PREDICTIBILITY,FIN_INSP,FINES,CLEAR_LAW,FISC_FACIL,SUBV,INVEST_TAX,Q_PUBLIC_SV,PUBLIC_INV,TRANSP,nemultumiri_sist_fiscal,schimbari_sist_fiscal,ce_ofera_sistemul,motivare_incredere_sist_fiscal,nemultumiri_sist_fiscal_sentiment,schimbari_sist_fiscal_sentiment,ce_ofera_sistemul_sentiment,motivare_incredere_sist_fiscal_sentiment,overall_sentiment_all_responses
1,4,5,4,5,4,5,5,4,5,3,4,4,4,4,5,4,4,4,3,Nimic,Nimic,Informații utile ,Pentru că îmi oferă servicii de protecție socială,0,0,1,1,0
1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-,-,-,Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic,1,1,1,1,1
0,1,5,4,3,5,4,5,5,5,5,1,3,3,4,5,3,4,4,5,Sprijinul agenților economici privat ,"Modul de abordare al statului către contribuabil, crearea unor sisteme pentru a sprijini cetățenii și agenții economici. ",Bătăi de cap,Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,0,1,0,0,0
1,4,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,Taxele si impozitele,"O mai buna colaborare cu cetatenii, si avantajate pentru acestia",Combaterea evaziunii fiscale,Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,1,1,1,0,1
1,4,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,Taxele si impozitele,O mai bună transparenta,Politici economice și sociale,Pentru că îmi oferă servicii de protecție socială,1,1,1,1,1
1,4,4,4,4,3,3,5,5,4,4,4,3,4,4,4,4,4,4,4,-,-,"Asigurarea învățământului, sănătății, cultura, stimulează buna desfășurare a agenților economici",Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic,1,1,1,1,1
1,3,3,5,4,5,4,5,5,4,3,3,2,4,3,4,3,4,4,3,Nu mă nemulțumește nimic ,Nu as schimba nimic,Multe informații ,"Pentru că îmi oferă servicii de protecție socială, Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",0,0,1,1,0
1,4,3,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,3,Taxe mari,Taxele,presupune ca toate persoanele fizice și/sau juridice care realizează venituri dintr-o anumită sursă sau posedă un anumit gen de avere să participe prin impozite la constituirea fondurilor generale ale statului;,Pentru că îmi oferă servicii de protecție socială,1,1,1,1,1
1,4,3,4,4,5,5,4,4,5,4,4,3,2,4,5,3,4,4,3,Nimic,Nimic.,.,Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic,0,0,1,1,0
0,1,5,5,4,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,Lipsa transparentei,Cam totul,Protecție economica,"Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",0,1,1,1,1
1,3,5,5,4,5,4,5,4,4,2,4,4,4,3,4,3,4,3,4,Prea multe taxe ,Nu,"Prin plata impozitelor, taxelor beneficiem cu toții de Finanțări ale unor obiective ",Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic,0,0,1,1,0
1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-,-,Ne oferă servicii de protecție socială ,"Pentru că îmi oferă servicii de protecție socială, Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat",1,1,1,1,1
1,4,4,4,5,5,5,5,5,5,5,3,5,4,4,4,4,5,4,5,Una dintre cele mai reduse cote din Europa la impozitul pe venitul persoanelor fizice  ,Limitarea deductibilitatii costurilor excedentare,Ele finanteaza serviciile publice ,Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,0,0,1,0,0
1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Nu ii cert ,-,-,Pentru că îmi oferă servicii de protecție socială,0,1,1,1,1
1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,Nimic  ,...,...,Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,0,1,1,0,1
1,3,5,5,5,5,5,5,5,5,5,4,4,4,5,4,4,5,4,5,-,Nimic,Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat.,"Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",1,0,0,1,0
1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Nimic,Nu,În prezent nimic,Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic,0,0,0,1,0
1,3,3,4,5,5,4,5,5,4,4,5,3,5,4,4,4,5,4,3,Tot. ,Tot. ,Nimic,"Pentru că îmi oferă servicii de protecție socială, Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",1,1,0,1,1
1,3,5,4,4,5,4,5,5,5,4,3,3,4,4,4,4,5,3,5,Nu este la fel de corect pe cum ar trebui sa fie. Oamenii sunt influențați ușor de statut și de mită.,"Dacă as fi ministrul Finanțelor publice probabil as începe prin schimbarea unor măsuri deja existente, ca de exemplu modul de “colectare” a banilor, deoarece in zilele noastre dacă ai pile ești scutit de taxe. Cu timpul oamenii o sa aibă mai multă încredere și o sa se poată realiza mult mai multe obiective.",Prin activitatea sa ajuta la realizarea obiectivelor politicii economice şi sociale a statului. ,Pentru că îmi oferă servicii de protecție socială,0,0,1,1,0
1,4,4,4,3,5,5,5,5,5,4,3,4,4,4,4,3,5,5,5,Câteodată e instabilă.,Aș cheltui mai mult pentru dezvoltarea sistemului sănătății.,Facultate,"Pentru că îmi oferă servicii de protecție socială, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",0,1,1,1,1
1,4,4,4,5,5,5,5,5,5,5,4,4,4,5,4,5,5,5,5,nimic,nimic,Creeaza un sistem de impozitare a societatilor echitabil,Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,0,0,1,0,0
1,1,5,4,5,5,4,5,5,5,5,3,4,5,5,5,4,5,5,5,"Instabilitatea, de organizarea, lipsa de profesionalism, lipsa transparentei ","Legi clare, impozite și taxe realiste ","Minimul necesar, birocrație ","Pentru că îmi oferă servicii de protecție socială, Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",0,1,1,1,1
1,3,5,5,3,5,3,5,5,5,3,4,4,4,5,4,5,5,4,5,Birocrația.,Birocrația.,Timp pierdut la ghișee.,Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,0,0,0,0,0
0,1,5,4,4,5,5,4,5,5,4,3,3,4,4,4,5,4,4,4,Ineficienta investitiilor publice si a serviciilor oferite de stat. (bani aruncati pe geam de catre platitorii de taxe) ,"As oferi posibilitatea platii impozitelor pe profit microintreprinderilor, in loc de plata pe cifra de afaceri. ",Nu multe. ,Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic,0,0,0,1,0
1,3,5,4,5,5,5,5,5,4,4,3,3,5,4,4,5,5,5,5,Impozitarea in exces,Ofeririea de servicii publice de calitate. Scaderea taxelor si a accizelor. ,Promisiunea de a imbunatatii si dezvolta infrastuctura.,Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic,0,1,1,1,1
1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,0,0,0,0,0
1,4,4,4,4,4,4,4,4,4,4,5,5,4,5,4,4,4,5,4,Creșterea contributiilor la pensii si sanatate,Reducerea taxelor și impozitelor,Ne ajută la combaterea evaziunii fiscale,Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic,0,1,1,1,1
0,1,4,4,5,5,5,4,5,5,5,3,4,5,4,5,4,5,4,5,"NESIGURANTA, SCHIMBAREA CONTINUA A LEGILOR","NU STAPANESC INFORMATIILE ECONOMICE SUFICIENT DE BINE CA SA FIU CAPABILA SA RASPUND LA ACEASTA INTREBARE
",INCERTITUDINEA  CA ESTE BINE ADMINISTRAT,Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic,0,1,1,1,1
1,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,Nu este corect cu toata lumea,As pune accent pe claritate si corectitudine.,Obligatii,Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,0,1,1,0,1
0,1,5,5,5,5,4,4,4,5,5,5,4,5,5,5,5,5,4,5,Faptul ca nu puteam avea încredere in acest sistem din țara noastră. Si ar trebui sa scadă din valoarea impozitelor și a taxelor ,As încerca sa scad din valoarea taxelor,Multe taxe ,Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,0,0,1,0,0
1,3,3,5,4,4,4,5,5,5,5,4,3,4,4,5,5,5,5,4,"Sunt foarte puține investiții la nivel național și ar fi necesara stimularea acestora, foarte puțin sprijin pentru ocuparea forței de muncă, pentru șomeri, studenți sau indiferent de caz. ","Aș încerca să stimulez cât mai multe investiții pentru creșterea locurilor de munca și nu numai, crearea unui trai mai bun pentru oameni ca să nu mai fie nevoiți sa părăsească țara pentru locuri de munca mai bine plătite ",. ,Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,0,0,1,0,0
1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Taxele,Impozitele ,Impozite și taxe,Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,1,0,1,0,1
1,4,4,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,Nimic,Nimic,Incredere,Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,0,0,1,0,0
1,3,4,4,4,5,4,5,4,5,4,4,4,4,5,4,4,4,4,4,"În România, veniturile fiscale și bugetare sunt dependente de veniturile din taxele si impozitele indirecte",Impunerea de constrângeri tari rău-platnicilor și diminuarea nivelului impozitelor pe partea de venituri ,"Un nivel prea mic de stabilitate, transparenţă şi predictabilitate","Pentru că îmi oferă servicii de protecție socială, Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat",1,0,1,1,1
1,4,5,4,5,5,4,3,5,5,4,4,4,3,4,4,2,4,5,4,Alocarea de fonduri,Cresterea eficientei alocarii de fonduri,Cote relativ mici la impozite,Pentru că îmi oferă servicii de protecție socială,0,0,0,1,0
1,3,5,4,4,5,4,5,5,5,4,4,3,4,5,3,4,5,5,5,Nu oferă destule facilități. ,Aș încuraja mai mult tinerii prin subvenții și alte stimulente să rămână și să deschidă afaceri în țară și să nu migreze.,Mai multe constrângeri decât facilități ,Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,0,1,0,0,0
1,4,5,5,5,5,5,5,5,5,5,3,4,4,3,4,4,5,4,4,"Nu am avut prea multa tangenta cu el, asadar nu am nimic de adaugat.","Organizarea,modul de operare",Nimic.,"Pentru că îmi oferă servicii de protecție socială, Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat",0,1,0,1,0
0,1,5,4,5,5,5,5,5,5,5,5,4,5,3,3,3,5,5,5,"Faptul că nu există o  transparență totală, plata de taxe și impozite nu îți garantează o siguranță în anumite aspecte pe viitor.",Accentul trebuie pus pe creșterea veniturilor iar cheltuielile să rămână la un nivel acceptabil.,"Sistemul fiscal actual oferă taxe și impozite ridicate, cheltuieli mult prea mari pentru nivelul venitului pe cap de locuitor. Instabilitate economică","Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",1,1,0,1,1
0,4,5,4,4,5,5,5,5,5,4,5,4,4,5,4,5,5,4,4,totul,multe lucruri , nimic ,Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,1,1,0,0,1
1,1,4,4,3,5,5,4,4,4,4,3,2,2,4,5,3,4,4,4,"Faptul că plătim taxe și impozite mult prea mari ,în comparație cu salariile din România.",Aș încerca să găsesc un echilibru între taxe și impozite și facilitățile oferite cetățenilor,Multe taxe ,"Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",0,0,1,1,0
1,3,4,5,5,5,5,5,5,5,5,5,5,4,5,5,3,5,5,5,Inflația si costurile de finanțare ridicate descurajează investițiile și generează pierderi in mediul de afaceri ,"Politica fiscală din Romania are nevoie  de mai multă stabilitate si transparență.
Eu aș micșora taxele si impozitele deoarece acestea sunt o povară pe umerii contribuabililor ",TAXE PREA MARI ,"Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",0,0,0,1,0
0,3,5,5,3,5,4,4,5,5,4,3,4,5,4,4,4,4,5,5,"La sistemul  fiscal românesc mă nemulțumesc contribuțiile sociale ale angajatului, care din punctul meu de vedere au un procent prea mare.","Dacă aș fi în această poziție, aș micșora contribuțiile sociale ale angajatului. ","În opinia mea, sistemul fiscal actual îmi oferă o mulțime de taxe și impozite. ","Pentru că îmi oferă servicii de protecție socială, Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat",0,1,1,1,1
0,4,5,5,5,5,5,5,5,5,5,4,2,3,3,5,5,5,5,5,-,-,-,Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic,1,1,1,1,1
0,1,4,3,2,5,5,5,5,5,5,4,3,5,5,5,4,5,4,5,prea multa birocratie,relatia dintre insitutie si contribuabil,ofera prea putine facilitati contribuabililor.,Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,0,1,0,0,0
1,4,4,4,5,4,4,5,5,4,4,4,4,4,5,5,3,4,5,4,creşterea numărului de taxe,"Reducerea taxelor, dar şi scăderea TV-ului",Puţină siguranţa pe cât ar trebui contribuabililor,"Pentru că îmi oferă servicii de protecție socială, Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat",0,0,0,1,0
1,1,3,4,4,5,5,4,4,5,5,4,3,4,4,5,4,5,4,5,birocratia ,as reduce numarul taxelor si as incuraja investitiile ,prea putine facilitati contribuabililor ,Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic,0,1,0,1,0
1,3,5,4,4,5,5,5,5,5,5,2,2,2,4,4,4,5,4,5,"Transparența foarte mică, birocrația.","Crearea unui sistem centralizat,  transparent, online, unde fiecare cetățean poate vedea pe ce sunt cheltuiți banii publici.", - ,"Pentru că îmi oferă servicii de protecție socială, Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",0,1,1,1,1
0,1,4,4,4,5,4,5,5,4,5,5,4,4,4,4,4,5,4,4,-,-,-,Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,1,1,1,0,1
1,3,4,5,3,5,5,5,5,5,5,3,3,4,4,5,4,3,5,5,Nu am un raspuns. Probabil dupa ce voi studia mai multe despre.,Nu am un raspuns. Probabil dupa ce voi studia mai multe despre.,Nu am un raspuns. Probabil dupa ce voi studia mai multe despre.,Pentru că îmi oferă servicii de protecție socială,0,0,0,1,0
0,1,4,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,-,-,-,"Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",1,1,1,1,1
0,4,4,4,4,5,4,4,4,5,5,4,5,4,4,4,4,3,3,3,Țara noastră are una dintre cele mai reduse cote din Europa la impozitul pe venitul persoanelor fizice.,impozitul total pe profitul companiilor,Dezechilibrarea veniturilor,Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,0,0,1,0,0
1,4,5,5,4,4,4,4,5,4,4,3,3,4,4,4,4,5,5,4,este foarte haotic.,"realizarea unui sistem mai bine pus la punct, un personal calificat .","foarte putine facilitati pentru studenti sau persoane nevoiase, elevi.","Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",1,1,0,1,1
0,3,4,4,4,5,5,3,4,5,3,4,1,4,5,3,3,5,4,4,modul de investitie a banilor in tara si in dezvoltarea ei,"modul de administrare a banilor, explicatia flosirii banilor intr-un mod mai explicit pentru popor la nivel national, cautarea unei ridicari financiare a tarii","sistemul fiscal ofera o oarecare siguranta ca in momentul in care ramai fara unn job, vei avea totusi un minim de venit",Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,1,1,0,0,1
